10/01/2015 00:18:40,96.6072106262,NF
10/01/2015 00:18:42,92.1062618596,NF
10/01/2015 00:18:44,89.7836812144,NF
10/01/2015 00:18:46,793.472485769,NF
10/01/2015 00:18:48,98.3415559772,NF
10/01/2015 00:18:50,91.9582542694,NF
10/01/2015 00:18:52,93.559772296,NF
10/01/2015 00:18:54,95.8481973435,NF
10/01/2015 00:18:56,98.6565464896,NF
10/01/2015 00:18:58,94.6110056926,NF
10/01/2015 00:19:00,91.8709677419,NF
10/01/2015 00:19:02,94.2466793169,NF
10/01/2015 00:19:04,101.54459203,NF
10/01/2015 00:19:06,95.5863377609,NF
10/01/2015 00:19:08,747.90512334,NF
10/01/2015 00:19:10,102.944971537,NF
10/01/2015 00:19:12,90.8500948767,NF
10/01/2015 00:19:14,764.075901328,NF
10/01/2015 00:19:16,99.9962049336,NF
10/01/2015 00:19:18,98.045540797,NF
10/01/2015 00:19:21,94.3149905123,NF
10/01/2015 00:19:23,96.3681214421,NF
10/01/2015 00:19:25,89.0702087287,NF
10/01/2015 00:19:27,98.8842504744,NF
10/01/2015 00:19:29,99.7115749526,NF
10/01/2015 00:19:31,754.352941176,NF
10/01/2015 00:19:33,91.2827324478,NF
10/01/2015 00:19:35,94.5920303605,NF
10/01/2015 00:19:37,861.943074004,NF
10/01/2015 00:19:39,91.1840607211,NF
10/01/2015 00:19:41,92.6451612903,NF
10/01/2015 00:19:43,93.7647058824,NF
10/01/2015 00:19:45,102.679316888,NF
10/01/2015 00:19:47,93.4003795066,NF
10/01/2015 00:19:49,96.7476280835,NF
10/01/2015 00:19:51,89.6394686907,NF
10/01/2015 00:19:53,99.4117647059,NF
10/01/2015 00:19:55,103.214421252,NF
10/01/2015 00:19:57,94.7096774194,NF
10/01/2015 00:19:59,802.796963947,NF
10/01/2015 00:20:01,93.1878557875,NF
10/01/2015 00:20:03,100.925996205,NF
10/01/2015 00:20:05,98.5009487666,NF
10/01/2015 00:20:07,91.5104364326,NF
10/01/2015 00:20:09,95.559772296,NF
10/01/2015 00:20:11,91.0740037951,NF
10/01/2015 00:20:13,98.880455408,NF
10/01/2015 00:20:16,98.5844402277,NF
10/01/2015 00:20:18,94.3833017078,NF
10/01/2015 00:20:20,96.3833017078,NF
10/01/2015 00:20:22,761.290322581,NF
10/01/2015 00:20:24,100.569259962,NF
10/01/2015 00:20:26,94.0379506641,NF
10/01/2015 00:20:28,92.789373814,NF
10/01/2015 00:20:30,91.9886148008,NF
10/01/2015 00:20:32,93.3965844402,NF
10/01/2015 00:20:34,103.612903226,NF
10/01/2015 00:20:36,95.5825426945,NF
