08/01/2015 11:18:36,97.4573055028,NF
08/01/2015 11:18:37,96.6982922201,NF
08/01/2015 11:18:39,96.0303605313,NF
08/01/2015 11:18:41,91.8709677419,NF
08/01/2015 11:18:43,97.8292220114,NF
08/01/2015 11:18:45,808.273244782,NF
08/01/2015 11:18:47,94.9184060721,NF
08/01/2015 11:18:49,87.5332068311,NF
08/01/2015 11:18:51,579.65085389,NF
08/01/2015 11:18:53,96.7779886148,NF
08/01/2015 11:18:55,97.7609108159,NF
08/01/2015 11:18:57,92.2087286528,NF
08/01/2015 11:19:00,102.519924099,NF
08/01/2015 11:19:02,95.9165085389,NF
08/01/2015 11:19:04,94.6451612903,NF
08/01/2015 11:19:06,92.1480075901,NF
08/01/2015 11:19:08,594.037950664,NF
08/01/2015 11:19:10,100.531309298,NF
08/01/2015 11:19:12,91.8292220114,NF
08/01/2015 11:19:14,809.996204934,NF
08/01/2015 11:19:16,90.0227703985,NF
08/01/2015 11:19:18,103.111954459,NF
08/01/2015 11:19:20,96.7210626186,NF
08/01/2015 11:19:22,96.880455408,NF
08/01/2015 11:19:24,89.8747628083,NF
08/01/2015 11:19:26,93.4724857685,NF
08/01/2015 11:19:28,98.7476280835,NF
08/01/2015 11:19:30,761.39658444,NF
08/01/2015 11:19:32,93.3055028463,NF
08/01/2015 11:19:34,92.2998102467,NF
08/01/2015 11:19:36,845.332068311,NF
08/01/2015 11:19:38,95.2068311195,NF
08/01/2015 11:19:40,91.3358633776,NF
08/01/2015 11:19:42,97.1992409867,NF
08/01/2015 11:19:44,98.0189753321,NF
08/01/2015 11:19:46,93.0436432638,NF
08/01/2015 11:19:48,89.6356736243,NF
08/01/2015 11:19:50,99.0891840607,NF
08/01/2015 11:19:52,99.779886148,NF
08/01/2015 11:19:54,93.8937381404,NF
08/01/2015 11:19:56,93.9582542694,NF
08/01/2015 11:19:58,780.25426945,NF
08/01/2015 11:20:01,105.077798861,NF
08/01/2015 11:20:03,96.7324478178,NF
08/01/2015 11:20:05,90.2960151803,NF
08/01/2015 11:20:07,95.1157495256,NF
08/01/2015 11:20:09,89.8140417457,NF
08/01/2015 11:20:11,100.34914611,NF
08/01/2015 11:20:13,97.210626186,NF
08/01/2015 11:20:15,93.6812144213,NF
08/01/2015 11:20:17,95.8937381404,NF
08/01/2015 11:20:19,88.9487666034,NF
08/01/2015 11:20:21,865.111954459,NF
08/01/2015 11:20:23,96.5844402277,NF
08/01/2015 11:20:25,90.9070208729,NF
08/01/2015 11:20:27,96.4629981025,NF
08/01/2015 11:20:29,90.375711575,NF
08/01/2015 11:20:31,93.1423149905,NF
08/01/2015 11:20:33,102.129032258,NF
08/01/2015 11:20:35,95.4193548387,NF
08/01/2015 11:20:37,92.8159392789,NF
08/01/2015 11:20:39,93.7722960152,NF
08/01/2015 11:20:41,90.5806451613,NF
08/01/2015 11:20:43,842.337760911,NF
08/01/2015 11:20:45,97.734345351,NF
08/01/2015 11:20:47,94.9108159393,NF
08/01/2015 11:20:49,92.0189753321,NF
08/01/2015 11:20:51,93.6812144213,NF
08/01/2015 11:20:53,100.721062619,NF
08/01/2015 11:20:56,96.0075901328,NF
08/01/2015 11:20:58,94.5123339658,NF
08/01/2015 11:21:00,91.3358633776,NF
08/01/2015 11:21:02,99.9430740038,NF
08/01/2015 11:21:04,99.0512333966,NF
08/01/2015 11:21:06,753.620493359,NF
08/01/2015 11:21:08,94.1138519924,NF
08/01/2015 11:21:10,95.624288425,NF
08/01/2015 11:21:12,90.55028463,NF
08/01/2015 11:21:14,98.6831119545,NF
08/01/2015 11:21:16,102.796963947,NF
08/01/2015 11:21:18,97.2220113852,NF
08/01/2015 11:21:20,95.1688804554,NF
08/01/2015 11:21:22,93.4231499051,NF
08/01/2015 11:21:24,88.8728652751,NF
08/01/2015 11:21:26,99.6470588235,NF
08/01/2015 11:21:28,834.425047438,NF
08/01/2015 11:21:30,94.6907020873,NF
08/01/2015 11:21:32,97.2485768501,NF
08/01/2015 11:21:34,772.986717268,NF
08/01/2015 11:21:36,95.1385199241,NF
08/01/2015 11:21:38,104.667931689,NF
08/01/2015 11:21:40,100.770398482,NF
08/01/2015 11:21:42,94.7969639469,NF
08/01/2015 11:21:44,93.9772296015,NF
08/01/2015 11:21:46,95.9392789374,NF
08/01/2015 11:21:48,88.6869070209,NF
08/01/2015 11:21:51,777.438330171,NF
08/01/2015 11:21:53,102.770398482,NF
08/01/2015 11:21:55,94.8425047438,NF
08/01/2015 11:21:57,740.060721063,NF
08/01/2015 11:21:59,95.4611005693,NF
08/01/2015 11:22:01,93.7722960152,NF
08/01/2015 11:22:08,98.4212523719,NF
08/01/2015 11:22:08,100.314990512,NF
08/01/2015 11:22:08,94.1821631879,NF
08/01/2015 11:22:09,94.4440227704,NF
08/01/2015 11:22:11,91.825426945,NF
08/01/2015 11:22:13,89.2371916509,NF
08/01/2015 11:22:15,98.1669829222,NF
08/01/2015 11:22:17,102.015180266,NF
08/01/2015 11:22:19,804.246679317,NF
08/01/2015 11:22:21,93.7495256167,NF
08/01/2015 11:22:23,93.8595825427,NF
08/01/2015 11:22:25,94.6451612903,NF
